,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,latitude,longitude,und_long,und_lat,underground_distance
2363,Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/307390323/,Москва,sale,flat,16,16,1,42.3,13200000.0,Кузьминки,Волгоградский проспект,78,Кузьминки,,55.70523215,37.762580842622455,37.76555555555556,55.705555555555556,0.19044479959399993
2364,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301078527/,Москва,sale,flat,3,5,1,47.0,41600000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,55.742297,37.63651035549917,37.629444444444445,55.74138888888889,0.4551674361581261
2365,Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/304885992/,Москва,sale,flat,1,16,1,37.5,13000000.0,Раменки, Лобачевского,100К3,Мичуринский проспект,,55.68544175,37.48278369611275,37.48305555555555,55.68944444444445,0.4459724346009609
2366,Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/304885992/,Москва,sale,flat,1,16,1,37.5,13000000.0,Раменки, Лобачевского,100К3,Мичуринский проспект,,55.68544175,37.48278369611275,37.485277777777775,55.68833333333333,0.3581222911457151
2367,Аквилон,developer,https://www.cian.ru/sale/flat/306728315/,Москва,sale,flat,2,23,1,19.9,7730647.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal,55.84899735417841,37.59680712628799,37.59,55.84722222222222,0.46995937490331113
2368,Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/306651167/,Москва,sale,flat,22,22,1,14.3,8280000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,55.6514491,37.48308864617485,37.483333333333334,55.66361111111111,1.3541522576188274
2369,Level Group,developer,https://www.cian.ru/sale/flat/307682477/,Москва,sale,flat,23,26,1,33.5,,Нагатино-Садовники,Нагатинская набережная,,Нагатинская,Level Нагатинская,,,37.6225,55.683055555555555,
2370,Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/306322046/,Москва,sale,flat,2,2,1,30.0,9000000.0,Текстильщики,Грайвороновская ,6С1,Текстильщики,,55.7185592,37.7276605,37.73166666666667,55.708888888888886,1.1057122269675985
2371,Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/306322046/,Москва,sale,flat,2,2,1,30.0,9000000.0,Текстильщики,Грайвороновская ,6С1,Текстильщики,,55.7185592,37.7276605,37.72833333333333,55.708333333333336,1.1392984858063189
2372,One Life,real_estate_agent,https://www.cian.ru/sale/flat/305975024/,Москва,sale,flat,7,24,1,49.0,18000000.0,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park,55.7723175,37.47426470983835,37.485,55.77583333333333,0.7791724341287569
2373,Артур Лихой,realtor,https://www.cian.ru/sale/flat/307592059/,Москва,sale,flat,1,5,1,30.5,13500000.0,Фили-Давыдково,Большая Филевская ,41К5,Филёвский парк,,55.74055145,37.47778003066976,37.483333333333334,55.73972222222222,0.36081875923063655
2374,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/302503912/,Москва,sale,flat,2,14,1,38.7,10999999.0,Марьино,Новочеркасский бульвар,36,Марьино,,55.6458308,37.73467989290581,37.74305555555556,55.65,0.702517527540925
2375,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/301489203/,Москва,sale,flat,7,20,1,40.1,14200000.0,Отрадное,Нововладыкинский проезд,1к4,Окружная,Поколение,55.850747,37.57536291927803,37.57388888888889,55.846111111111114,0.5243482681282905
2376,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308341768/,Москва,sale,flat,12,16,1,42.3,15300000.0,Черемушки, Наметкина,13к2,Новые Черёмушки,,55.6632843,37.55676835,37.55444444444444,55.67027777777778,0.7922384075421807
2377,Level Group,developer,https://www.cian.ru/sale/flat/308418782/,Москва,sale,flat,30,37,1,34.7,,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК,,,37.72833333333333,55.7325,
2378,Level Group,developer,https://www.cian.ru/sale/flat/308418782/,Москва,sale,flat,30,37,1,34.7,,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК,,,37.72833333333333,55.7325,
2379,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/305509462/,Москва,sale,flat,14,15,1,40.5,23100000.0,Раменки,Винницкая ,8к3,Раменки,Настоящее,55.701342,37.4928980032967,37.49861111111111,55.6975,0.5585798477107154
2380,Мангазея,developer,https://www.cian.ru/sale/flat/308266799/,Москва,sale,flat,4,12,1,38.5,16566550.0,Левобережный,Ленинградское шоссе,57С40,Беломорская,Мангазея на Речном,55.8573786,37.46374900000002,37.47638888888889,55.865833333333335,1.2298486062570977
2381,Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/306991570/,Москва,sale,flat,22,22,1,17.2,8780000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,55.6514491,37.48308864617485,37.483333333333334,55.66361111111111,1.3541522576188274
2382,Основа,developer,https://www.cian.ru/sale/flat/304303435/,Москва,sale,flat,2,5,1,37.9,14041950.0,Марфино,Ботаническая ,29К1,Владыкино,VERY,55.83069295632238,37.600469927825074,37.59,55.84722222222222,1.9537591061790929
2383,ONE Company,real_estate_agent,https://www.cian.ru/sale/flat/300171400/,Москва,sale,flat,22,22,1,17.2,9110000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,55.6514491,37.48308864617485,37.483333333333334,55.66361111111111,1.3541522576188274
2384,SPENСER ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/307696933/,Москва,sale,flat,6,16,1,38.0,20500000.0,Лефортово,проезд Невельского,6к1,Авиамоторная,Символ,55.751246550000005,37.70083581352138,37.719166666666666,55.7525,1.1594588324742636
2385,SPENСER ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/307696933/,Москва,sale,flat,6,16,1,38.0,20500000.0,Лефортово,проезд Невельского,6к1,Авиамоторная,Символ,55.751246550000005,37.70083581352138,37.71666666666667,55.75138888888889,0.9941901633469303
2386,Егор Голенков,realtor,https://www.cian.ru/sale/flat/308069958/,Москва,sale,flat,7,14,1,38.0,12900000.0,Нагатинский затон,Судостроительная ,57,Нагатинский Затон,,55.6891158,37.693425672097966,37.70333333333333,55.68416666666667,0.8318335113816512
2387,MR Group,developer,https://www.cian.ru/sale/flat/306477142/,Москва,sale,flat,6,30,1,36.6,17412309.0,Южнопортовый,Волгоградский проспект,32/5к3,Волгоградский проспект,Метрополия,55.72110585,37.68809887519527,37.68694444444444,55.72527777777778,0.4701195825648732
2388,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307157167/,Москва,sale,flat,12,23,1,38.4,14550000.0,Чертаново Южное,Варшавское шоссе,168,Лесопарковая,Лесопарковый,55.58405815,37.58008241430905,37.57694444444444,55.58222222222222,0.28449953792011945
2389,Shop Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/280322403/,Москва,sale,flat,5,25,1,40.0,15500000.0,Орехово-Борисово Южное,Ясеневая ,12к1,Домодедовская,Ясеневая 14,55.6012561,37.72749684233088,37.71861111111111,55.61083333333333,1.204401964817848
2390,MERSI,real_estate_agent,https://www.cian.ru/sale/flat/279125910/,Москва,sale,flat,6,15,1,33.0,17000000.0,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер,55.7907119,37.523166246565935,37.53333333333333,55.78666666666667,0.7808011826666127
2391,ФСК,developer,https://www.cian.ru/sale/flat/304742429/,Москва,sale,flat,22,29,1,34.6,19958664.0,Нагатино-Садовники,Варшавское шоссе,37АК1,Нагатинская,Rotterdam,,,37.6225,55.683055555555555,
2392,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/292945725/,Москва,sale,flat,2,11,1,49.3,58000000.0,Якиманка, Большая Якиманка,22К3,Полянка,Коперник,55.738495,37.61397429284328,37.61805555555556,55.73777777777778,0.2685092430525037
2393,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/307958438/,Москва,sale,flat,11,28,1,44.3,23200000.0,Покровское-Стрешнево, Аэроклубная,,Спартак,ÁLIA,,,37.435833333333335,55.818333333333335,
2394,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303818206/,Москва,sale,flat,5,17,1,50.2,34900000.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar,55.70496535,37.5674755919292,37.58611111111111,55.70777777777778,1.2126462753034668
2395,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299455554/,Москва,sale,flat,3,45,1,37.7,26390000.0,Дорогомилово,Кутузовский проезд,16С1,Фили,River Park Кутузовский,55.73940393929279,37.52431357899693,37.515,55.74611111111111,0.9485871711179593
2396,Стоун Бридж эстейт,real_estate_agent,https://www.cian.ru/sale/flat/290075868/,Москва,sale,flat,2,16,1,49.3,60000000.0,Якиманка, Большая Якиманка,22К3,Полянка,Коперник,55.738495,37.61397429284328,37.61805555555556,55.73777777777778,0.2685092430525037
2397,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299739660/,Москва,sale,flat,7,33,1,47.0,26500000.0,Раменки, Лобачевского,114с1,Аминьевская,Событие,55.66778138628517,37.50276019237215,37.465,55.69722222222222,4.047951740860789
2398,Stenoy,developer,https://www.cian.ru/sale/flat/300878920/,Москва,sale,flat,10,12,1,34.4,19372498.0,Преображенское,Электрозаводская ,60,Преображенская площадь,ARTEL,55.79520622464385,37.70871542602683,37.715,55.79638888888889,0.41558867624175216
2399,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/307536912/,Москва,sale,flat,4,4,1,17.5,6130000.0,Марфино,Малая Ботаническая ,10А,Фонвизинская,,55.8330496,37.58881561070058,37.588055555555556,55.82277777777778,1.1446428034202791
2400,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304488984/,Москва,sale,flat,7,12,1,34.0,8500000.0,,проспект Куприна,40к1,Потапово,Эко Бунино,55.54022615,37.45376767011099,37.49305555555556,55.55305555555555,2.861827369064286
2401,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/308069100/,Москва,sale,flat,5,9,1,31.8,9100000.0,Кузьминки,Жигулевская ,5К6,Кузьминки,,55.7109853,37.76591323420361,37.76555555555556,55.705555555555556,0.6049468139925699
2402,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307853077/,Москва,sale,flat,8,19,1,38.0,9700000.0,, Летчика Ульянина,7,Пыхтино,Солнцево парк,55.6261656,37.31020711969158,37.29805555555556,55.625,0.7764054159547826
2403,AFI Development,developer,https://www.cian.ru/sale/flat/303141935/,Москва,sale,flat,14,25,1,42.6,17348083.0,Обручевский, Академика Челомея,1А,Воронцовская,AFI Park ,55.66110213666845,37.530767343055054,37.53916666666667,55.65888888888889,0.5832571061435272
2404,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307536510/,Москва,sale,flat,12,12,1,37.1,13400000.0,Богородское,Малая Черкизовская ,66,Преображенская площадь,,55.80738105,37.714010645382,37.715,55.79638888888889,1.2254193565190592
2405,СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/290829248/,Москва,sale,flat,17,25,1,36.3,9720730.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка,55.70473105,37.94330253181704,37.928333333333335,55.702777777777776,0.9659012653218657
2406,Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/307139155/,Москва,sale,flat,5,12,1,36.0,14900000.0,Таганский,Большая Андроньевская ,20,Марксистская,,55.74204915,37.67031054277642,37.65416666666667,55.74111111111111,1.01933630035832
2407,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306183207/,Москва,sale,flat,2,9,1,30.7,10000000.0,Лосиноостровский,Шушенская ,3К1,Бабушкинская,,55.8679504,37.68765858116048,37.66444444444444,55.86944444444445,1.4627901587439696
2408,Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/308292407/,Москва,sale,flat,8,16,1,42.0,15700000.0,Басманный,Бакунинская ,44/48с1,Бауманская,,55.77630835,37.68750435335248,37.68055555555556,55.77305555555556,0.5668503148329598
2409,SC Realty,real_estate_agent,https://www.cian.ru/sale/flat/300112205/,Москва,sale,flat,2,14,1,35.4,10600000.0,Северное Медведково,Широкая ,19К1,Медведково,,55.888316200000006,37.66952585,37.66138888888889,55.88722222222222,0.5235243152684427
2410,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303309482/,Москва,sale,flat,11,19,1,35.5,11800000.0,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово,55.62472425,37.3419575,37.335277777777776,55.634166666666665,1.1323425838484333
2411,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/308279827/,Москва,sale,flat,2,23,1,55.0,17400000.0,Перово,шоссе Энтузиастов,86Ак1,Новогиреево,PerovSky,,,37.81666666666667,55.751666666666665,
2412,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/303962581/,Москва,sale,flat,11,33,1,31.7,14600000.0,Очаково-Матвеевское,Очаковское шоссе,5к4,Аминьевская,Матвеевский парк,55.6944058,37.462748806228376,37.465,55.69722222222222,0.34404246018341716
2413,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/307216647/,Москва,sale,flat,16,25,1,40.0,14700000.0,Нижегородский,Рязанский проспект,2/1 к2А,Нижегородская,SREDA,,,37.72833333333333,55.7325,
2414,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/307216647/,Москва,sale,flat,16,25,1,40.0,14700000.0,Нижегородский,Рязанский проспект,2/1 к2А,Нижегородская,SREDA,,,37.72833333333333,55.7325,
2415,Место,real_estate_agent,https://www.cian.ru/sale/flat/308391305/,Москва,sale,flat,2,9,1,32.9,8900000.0,Богородское,Краснобогатырская ,75К2,Преображенская площадь,,55.808783950000006,37.707255498199146,37.715,55.79638888888889,1.4630067639474922
2416,Наталия Журавская,realtor,https://www.cian.ru/sale/flat/308413806/,Москва,sale,flat,2,14,1,34.3,13990000.0,Ломоносовский, Гарибальди,15К1,Новые Черёмушки,,,,37.55444444444444,55.67027777777778,
2417,Метражи group,real_estate_agent,https://www.cian.ru/sale/flat/308167237/,Москва,sale,flat,5,7,1,34.6,9000000.0,Северное Измайлово,15-я Парковая ,54,Щёлковская,,55.80980045,37.8176428,37.798611111111114,55.809444444444445,1.193928482972246
2418,А101,developer,https://www.cian.ru/sale/flat/308161234/,Москва,sale,flat,4,17,1,33.5,9986462.0,,,7.1.2,Прокшино,Прокшино ЖК,,,37.43388888888889,55.58611111111111,
2419,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/308098438/,Москва,sale,flat,10,10,1,38.5,11280000.0,Выхино-Жулебино,Жулебинский бульвар,6/11,Лермонтовский проспект,,55.69934975,37.84681386010922,37.8525,55.701388888888886,0.42350793952416965
2420,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/308419722/,Москва,sale,flat,5,12,1,36.0,10500000.0,Восточное Измайлово,Средняя Первомайская ,36К1,Первомайская,,55.7943326,37.8109504,37.799166666666665,55.79472222222222,0.7403876440131559
2421,Группа Аквилон,developer,https://www.cian.ru/sale/flat/299730098/,Москва,sale,flat,10,28,1,32.89,12350261.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК,,,37.72833333333333,55.7325,
2422,Группа Аквилон,developer,https://www.cian.ru/sale/flat/299730098/,Москва,sale,flat,10,28,1,32.89,12350261.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК,,,37.72833333333333,55.7325,
2423,Метражи group,real_estate_agent,https://www.cian.ru/sale/flat/307722427/,Москва,sale,flat,2,12,1,40.0,9999000.0,Ярославский, Проходчиков,10К1,Медведково,,55.87615925,37.72306651869913,37.66138888888889,55.88722222222222,4.051751728546421
2424,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/306281451/,Москва,sale,flat,9,29,1,30.1,11750000.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower,55.66557546037323,37.54517862591079,37.55444444444444,55.67027777777778,0.7836183080942012
2425,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303776402/,Москва,sale,flat,16,17,1,27.0,13000000.0,Левобережный,Смольная ,44к1,Беломорская,,55.869124850000006,37.47399470365801,37.47638888888889,55.865833333333335,0.395943834419475
2426,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305635890/,Москва,sale,flat,13,41,1,41.0,29000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк,55.79304405,37.5418666762442,37.53277777777778,55.80027777777778,0.986719670252404
2427,ID 182291,real_estate_agent,https://www.cian.ru/sale/flat/308421978/,Москва,sale,flat,3,9,1,31.5,11500000.0,Аэропорт, Константина Симонова,4,Аэропорт,,55.79771665,37.54146420463428,37.53277777777778,55.80027777777778,0.6148953058223222
2428,А101,developer,https://www.cian.ru/sale/flat/308314308/,Москва,sale,flat,6,15,1,37.3,8962653.0,,,18.2.4,Бунинская аллея,Скандинавия ЖК,,,37.51583333333333,55.53805555555556,
2429,Метражи group,real_estate_agent,https://www.cian.ru/sale/flat/286766512/,Москва,sale,flat,2,16,1,43.0,19200000.0,Марьина роща,Шереметьевская ,13К1,Марьина Роща,,55.79690845,37.61526650933762,37.61611111111111,55.79527777777778,0.18912650231808945
2430,Метражи group,real_estate_agent,https://www.cian.ru/sale/flat/286766512/,Москва,sale,flat,2,16,1,43.0,19200000.0,Марьина роща,Шереметьевская ,13К1,Марьина Роща,,55.79690845,37.61526650933762,37.617222222222225,55.79833333333333,0.20053219580786488
2431,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/307751775/,Москва,sale,flat,12,21,1,35.5,17500000.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская,,,37.70361111111111,55.781666666666666,
2432,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/307751775/,Москва,sale,flat,12,21,1,35.5,17500000.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская,,,37.70305555555556,55.780277777777776,
2433,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297758518/,Москва,sale,flat,8,21,1,44.5,22100000.0,Хорошево-Мневники,Жилой комплекс остров,2-й кв-л,Мнёвники,Остров,,,37.47138888888889,55.76111111111111,
2434,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/305925127/,Москва,sale,flat,6,22,1,41.5,25700000.0,Покровское-Стрешнево,Вивальди кв-л,,Спартак,Клубный Город на Реке Примавера ЖК,,,37.435833333333335,55.818333333333335,
2435,Наталия  Новикова,realtor,https://www.cian.ru/sale/flat/305959778/,Москва,sale,flat,13,17,1,37.0,9800000.0,Южное Бутово, Кадырова,8,Бунинская аллея,,55.53792985,37.511526775,37.51583333333333,55.53805555555556,0.2722546378635073
2436,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/306836905/,Москва,sale,flat,3,47,1,40.5,20000000.0,Бутырский,Новодмитровская ,2к4,Дмитровская,Савеловский Сити,55.80406645,37.59066385,37.58166666666666,55.80694444444445,0.6488216766424435
2437,Upside Development,developer,https://www.cian.ru/sale/flat/305099835/,Москва,sale,flat,8,47,1,41.11,18981193.0,Бутырский,Огородный проезд,,Бутырская,Upside Towers,,,37.602777777777774,55.81333333333333,
2438,ID 88424902,unknown,https://www.cian.ru/sale/flat/308261330/,Москва,sale,flat,2,10,1,36.0,10500000.0,, Золотошвейная,6,Филатов Луг,,55.557341580798,37.31397206378111,37.40777777777778,55.60138888888889,7.684426591672987
2439,MR Group,developer,https://www.cian.ru/sale/flat/306610678/,Москва,sale,flat,34,59,1,55.1,,Можайский,,,Давыдково,Веер ЖК,,,37.45166666666667,55.71527777777778,
2440,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308428648/,Москва,sale,flat,12,18,1,31.4,8815000.0,Некрасовка, Вертолетчиков,4к5,Некрасовка,Некрасовка,55.70349355,37.94518456050916,37.928333333333335,55.702777777777776,1.062432777579511
2441,Среда,developer,https://www.cian.ru/sale/flat/306562968/,Москва,sale,flat,19,30,1,34.48,16522816.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,,,37.44583333333333,55.73083333333334,
2442,Среда,developer,https://www.cian.ru/sale/flat/306562968/,Москва,sale,flat,19,30,1,34.48,16522816.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,,,37.44583333333333,55.73083333333334,
2443,Среда,developer,https://www.cian.ru/sale/flat/306562968/,Москва,sale,flat,19,30,1,34.48,16522816.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,,,37.44611111111111,55.72888888888889,
2444,Марта Ознобишина,realtor,https://www.cian.ru/sale/flat/308384520/,Москва,sale,flat,11,14,1,56.2,21000000.0,Южное Тушино, Фабрициуса,22,Сходненская,,55.8442348,37.4423382128893,37.43972222222222,55.85055555555556,0.7225720199298076
2445,Dominanta,developer,https://www.cian.ru/sale/flat/304842140/,Москва,sale,flat,9,34,1,48.0,30432000.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,55.73325543099161,37.53562912502666,37.51833333333333,55.736111111111114,1.1320774452387816
2446,Dominanta,developer,https://www.cian.ru/sale/flat/304842140/,Москва,sale,flat,9,34,1,48.0,30432000.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,55.73325543099161,37.53562912502666,37.51833333333333,55.736111111111114,1.1320774452387816
2447,Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/297540965/,Москва,sale,flat,8,16,1,32.4,8599000.0,Отрадное,Алтуфьевское шоссе,2,Владыкино,,55.9049911,37.583651569902365,37.59,55.84722222222222,6.444224968982362
2448,Среда,developer,https://www.cian.ru/sale/flat/306562868/,Москва,sale,flat,25,44,1,31.0,15381734.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,,,37.44583333333333,55.73083333333334,
2449,Среда,developer,https://www.cian.ru/sale/flat/306562868/,Москва,sale,flat,25,44,1,31.0,15381734.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,,,37.44583333333333,55.73083333333334,
2450,Среда,developer,https://www.cian.ru/sale/flat/306562868/,Москва,sale,flat,25,44,1,31.0,15381734.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,,,37.44611111111111,55.72888888888889,
2451,Стадион Спартак,developer,https://www.cian.ru/sale/flat/276650485/,Москва,sale,flat,5,22,1,52.3,32755490.0,Покровское-Стрешнево,Вивальди кв-л,,Спартак,Клубный Город на Реке Примавера ЖК,,,37.435833333333335,55.818333333333335,
2452,СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292524495/,Москва,sale,flat,17,26,1,39.9,9824440.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка,55.70473105,37.94330253181704,37.928333333333335,55.702777777777776,0.9659012653218657
2453,STONE,developer,https://www.cian.ru/sale/flat/305914441/,Москва,sale,flat,26,28,1,46.7,23541470.0,Сокольники, Матросская Тишина,1А,Сокольники,Sokolniki,55.78317805,37.6884292,37.680277777777775,55.78888888888889,0.8159715641285636
2454,STONE,developer,https://www.cian.ru/sale/flat/305914441/,Москва,sale,flat,26,28,1,46.7,23541470.0,Сокольники, Матросская Тишина,1А,Сокольники,Sokolniki,55.78317805,37.6884292,37.67888888888889,55.791111111111114,1.06693523865289
2455,СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292522658/,Москва,sale,flat,12,26,1,41.3,10478030.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка,55.70473105,37.94330253181704,37.928333333333335,55.702777777777776,0.9659012653218657
2456,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/308359139/,Москва,sale,flat,3,5,1,30.0,11920000.0,Аэропорт,Планетная ,42,Аэропорт,,55.8063894,37.53931524367469,37.53277777777778,55.80027777777778,0.7944110772958056
2457,FORMA,developer,https://www.cian.ru/sale/flat/306632260/,Москва,sale,flat,29,33,1,45.32,32050304.0,Пресненский, Пресненский Вал,27С6,Белорусская,Republic,55.77153555,37.56889702354427,37.58361111111111,55.776666666666664,1.0858346987754925
2458,FORMA,developer,https://www.cian.ru/sale/flat/306632260/,Москва,sale,flat,29,33,1,45.32,32050304.0,Пресненский, Пресненский Вал,27С6,Белорусская,Republic,55.77153555,37.56889702354427,37.58444444444444,55.77638888888889,1.1153387471450618
2459,СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/291395625/,Москва,sale,flat,24,26,1,39.9,9824440.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка,55.70473105,37.94330253181704,37.928333333333335,55.702777777777776,0.9659012653218657
2460,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308105332/,Москва,sale,flat,8,14,1,38.8,13600000.0,Орехово-Борисово Южное,Каширское шоссе,65к3,Домодедовская,Ясный,55.5989908,37.72515631635131,37.71861111111111,55.61083333333333,1.3815139978864863
2461,СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292526198/,Москва,sale,flat,24,26,1,41.9,10629890.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка,55.70473105,37.94330253181704,37.928333333333335,55.702777777777776,0.9659012653218657
2462,MR Group,developer,https://www.cian.ru/sale/flat/306610248/,Москва,sale,flat,7,59,1,34.0,,Можайский,,,Давыдково,Веер ЖК,,,37.45166666666667,55.71527777777778,
2463,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304298066/,Москва,sale,flat,7,17,1,42.9,21300000.0,Лефортово,Солдатский переулок,10,Лефортово,Лефорт,55.7674738,37.70575350193623,37.70666666666666,55.764722222222225,0.31166997655566187
2464,MR Group,developer,https://www.cian.ru/sale/flat/306610018/,Москва,sale,flat,32,59,1,32.3,,Можайский,,,Давыдково,Веер ЖК,,,37.45166666666667,55.71527777777778,
2465,Аквилон,developer,https://www.cian.ru/sale/flat/306728549/,Москва,sale,flat,22,23,1,25.3,9780398.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal,55.84899735417841,37.59680712628799,37.59,55.84722222222222,0.46995937490331113
2466,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/307538846/,Москва,sale,flat,1,12,1,30.7,8700000.0,Люблино,Белореченская ,15,Люблино,,55.672803650000006,37.76809167501816,37.76166666666667,55.67583333333333,0.5264870473390114
2467,METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/307449921/,Москва,sale,flat,9,33,1,37.2,12500000.0,Рязанский, Михайлова,30Ак2,Окская,Михайловский парк,55.7256956,37.7755299849354,37.78138888888889,55.71861111111111,0.8704591045087332
2468,Донстрой,developer,https://www.cian.ru/sale/flat/307281249/,Москва,sale,flat,19,25,1,35.9,23909400.0,Лефортово,,,Площадь Ильича,Символ ЖК,,,37.6825,55.74722222222222,
2469,ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/308398744/,Москва,sale,flat,7,26,1,31.1,22000000.0,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,Level Нагатинская,55.6823842,37.6375851649552,37.6225,55.683055555555555,0.9518408344985211
2470,Dominanta,developer,https://www.cian.ru/sale/flat/304841979/,Москва,sale,flat,4,34,1,45.9,27953100.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,55.73325543099161,37.53562912502666,37.51833333333333,55.736111111111114,1.1320774452387816
