,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,latitude,longitude,und_long,und_lat,underground_distance
2471,Dominanta,developer,https://www.cian.ru/sale/flat/304841979/,Москва,sale,flat,4,34,1,45.9,27953100.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,55.73325543099161,37.53562912502666,37.51833333333333,55.736111111111114,1.1320774452387816
2472,АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/307998388/,Москва,sale,flat,12,16,1,33.4,12999000.0,Чертаново Северное,Кировоградская ,8К4,Южная,,55.6269702,37.61013806810496,37.60888888888889,55.6225,0.5038726441661859
2473,STONE,developer,https://www.cian.ru/sale/flat/305914410/,Москва,sale,flat,14,28,1,47.5,21308500.0,Сокольники, Матросская Тишина,1А,Сокольники,Sokolniki,55.78317805,37.6884292,37.680277777777775,55.78888888888889,0.8159715641285636
2474,STONE,developer,https://www.cian.ru/sale/flat/305914410/,Москва,sale,flat,14,28,1,47.5,21308500.0,Сокольники, Матросская Тишина,1А,Сокольники,Sokolniki,55.78317805,37.6884292,37.67888888888889,55.791111111111114,1.06693523865289
2475,Стадион Спартак,developer,https://www.cian.ru/sale/flat/295316657/,Москва,sale,flat,3,22,1,52.9,33734330.0,Покровское-Стрешнево,Россини кв-л,,Спартак,Клубный Город на Реке Примавера ЖК,,,37.435833333333335,55.818333333333335,
2476,Аквилон,developer,https://www.cian.ru/sale/flat/306728527/,Москва,sale,flat,20,23,1,22.5,8988420.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal,55.84899735417841,37.59680712628799,37.59,55.84722222222222,0.46995937490331113
2477,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/306728972/,Москва,sale,flat,7,12,1,42.8,18900000.0,Даниловский,3-я оч.,к1,Технопарк,Shagal,,,37.66444444444444,55.693888888888885,
2478,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307949496/,Москва,sale,flat,1,27,1,37.2,19600000.0,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам,,,37.465,55.69722222222222,
2479,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/307441840/,Москва,sale,flat,20,20,1,34.2,20000000.0,Раменки, Василия Ланового,3,Аминьевская,Событие,55.69018162119264,37.47579236950629,37.465,55.69722222222222,1.036854612855242
2480,Евгений Белокуров,realtor,https://www.cian.ru/sale/flat/306602662/,Москва,sale,flat,4,23,1,41.8,20850000.0,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,LIFE-Ботанический сад,55.8472542,37.63075673795494,37.638333333333335,55.845,0.5368775941198377
2481,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/308291979/,Москва,sale,flat,41,48,1,43.1,21000000.0,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers,55.7734505,37.47462746788068,37.485,55.77583333333333,0.7029195923973601
2482,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305641058/,Москва,sale,flat,3,10,1,35.0,21000000.0,Замоскворечье,Стремянный переулок,2,Павелецкая, Стремянный 2,55.7287059,37.6365101,37.63777777777778,55.730555555555554,0.22079980289784437
2483,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305641058/,Москва,sale,flat,3,10,1,35.0,21000000.0,Замоскворечье,Стремянный переулок,2,Павелецкая, Стремянный 2,55.7287059,37.6365101,37.63777777777778,55.73166666666667,0.3391274703695378
2484,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/303382697/,Москва,sale,flat,9,27,1,47.1,21999000.0,Нагорный,Электролитный проезд,7,Нагорная,TopHills,55.67339815,37.609469032439925,37.610277777777775,55.6725,0.11219875825685376
2485,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/273153173/,Москва,sale,flat,11,12,1,38.0,22380000.0,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,55.770968,37.59156645256501,37.59583333333333,55.77,0.28867149343872883
2486,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/292941944/,Москва,sale,flat,50,55,1,42.0,25200000.0,Марьина роща, 4-я Марьиной рощи,12к2,Рижская,Mod,55.7960888608616,37.62419022875434,37.63611111111111,55.79361111111111,0.7969795165082544
2487,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/292941944/,Москва,sale,flat,50,55,1,42.0,25200000.0,Марьина роща, 4-я Марьиной рощи,12к2,Рижская,Mod,55.7960888608616,37.62419022875434,37.63583333333333,55.79361111111111,0.7806568443024692
2488,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/286542367/,Москва,sale,flat,13,42,1,42.0,27450000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк,55.79304405,37.5418666762442,37.53277777777778,55.80027777777778,0.986719670252404
2489,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307368968/,Москва,sale,flat,4,12,1,94.5,27550000.0,Южное Тушино,бульвар Яна Райниса,7К1,Сходненская,,55.8485946,37.43606701145694,37.43972222222222,55.85055555555556,0.3163600309071236
2490,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301853274/,Москва,sale,flat,11,21,1,54.3,30000000.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская,55.7831259,37.58499325847857,37.58361111111111,55.776666666666664,0.7243673469565184
2491,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301853274/,Москва,sale,flat,11,21,1,54.3,30000000.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская,55.7831259,37.58499325847857,37.58444444444444,55.77638888888889,0.7508742021364131
2492,Chase R.E.S.,real_estate_agent,https://www.cian.ru/sale/flat/306799326/,Москва,sale,flat,12,21,1,50.0,30000000.0,Раменки,Мосфильмовская ,88к2с7,Раменки,Мосфильмовский,,,37.49861111111111,55.6975,
2493,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/307108705/,Москва,sale,flat,4,44,1,49.6,31000000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити,55.7703351,37.56379689204056,37.56138888888889,55.765,0.6129246458369917
2494,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/308343072/,Москва,sale,flat,6,21,1,45.0,31500000.0,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,Династия,,,37.51916666666666,55.7775,
2495,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308207546/,Москва,sale,flat,14,41,1,48.0,31500000.0,Раменки,1-й Сетуньский проезд,вл8,Кутузовская,Hide,55.7318713280506,37.54031872779481,37.534444444444446,55.74,0.9773596399099566
2496,VIСTORY GROUP,real_estate_agent,https://www.cian.ru/sale/flat/306266390/,Москва,sale,flat,2,5,1,42.8,32100000.0,Замоскворечье,Большая Серпуховская ,38к8,Серпуховская,,55.71804031462194,37.62511054883645,37.624722222222225,55.72805555555556,1.115331694273456
2497,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/307579522/,Москва,sale,flat,2,8,1,42.6,34000000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее,55.7020377,37.49241938636364,37.49861111111111,55.6975,0.6378080817096808
2498,Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/306905325/,Москва,sale,flat,2,5,1,31.0,34500000.0,Замоскворечье,1-й Монетчиковский переулок,8,Павелецкая,,55.7325556,37.62814283052147,37.63777777777778,55.730555555555554,0.6449710089529834
2499,Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/306905325/,Москва,sale,flat,2,5,1,31.0,34500000.0,Замоскворечье,1-й Монетчиковский переулок,8,Павелецкая,,55.7325556,37.62814283052147,37.63777777777778,55.73166666666667,0.6133405412001546
2500,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/303769352/,Москва,sale,flat,7,14,1,44.0,36900000.0,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden,55.7149825,37.49768979369828,37.49666666666667,55.72472222222222,1.086293292795048
2501,ID 122527161,realtor,https://www.cian.ru/sale/flat/308086070/,Москва,sale,flat,11,12,1,53.0,39900000.0,Дорогомилово,Украинский бульвар,8С1,Киевская,,55.75089254465617,37.56361007791716,37.565555555555555,55.74444444444445,0.7282350878843238
2502,ID 122527161,realtor,https://www.cian.ru/sale/flat/308086070/,Москва,sale,flat,11,12,1,53.0,39900000.0,Дорогомилово,Украинский бульвар,8С1,Киевская,,55.75089254465617,37.56361007791716,37.565555555555555,55.743611111111115,0.8198490244660533
2503,ID 122527161,realtor,https://www.cian.ru/sale/flat/308086070/,Москва,sale,flat,11,12,1,53.0,39900000.0,Дорогомилово,Украинский бульвар,8С1,Киевская,,55.75089254465617,37.56361007791716,37.565555555555555,55.74472222222222,0.6977656444355759
2504,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/308351615/,Москва,sale,flat,4,13,1,71.3,88000000.0,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы,55.72775915,37.57227259366466,37.56388888888889,55.723333333333336,0.7213249247734423
2505,Hutton Development,developer,https://www.cian.ru/sale/flat/303616408/,Москва,sale,flat,2,6,1,49.6,109120000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO,55.74595858198322,37.61247989472396,37.629444444444445,55.74138888888889,1.180702746502265
2506,ID 413522,realtor,https://www.cian.ru/sale/flat/308405328/,Москва,sale,flat,4,11,1,74.9,112900000.0,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе,55.7355257,37.57285286914701,37.565555555555555,55.74444444444445,1.093667970466875
2507,ID 413522,realtor,https://www.cian.ru/sale/flat/308405328/,Москва,sale,flat,4,11,1,74.9,112900000.0,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе,55.7355257,37.57285286914701,37.565555555555555,55.743611111111115,1.0101790926299494
2508,ID 413522,realtor,https://www.cian.ru/sale/flat/308405328/,Москва,sale,flat,4,11,1,74.9,112900000.0,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе,55.7355257,37.57285286914701,37.565555555555555,55.74472222222222,1.1218221014428698
2509,ID 413522,realtor,https://www.cian.ru/sale/flat/306658310/,Москва,sale,flat,12,21,1,106.2,127800000.0,Пресненский,Мантулинская ,9к1,Деловой центр,City Park,55.75471405,37.54625233650187,37.53944444444444,55.74916666666667,0.7511370114489763
2510,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/306942234/,Москва,sale,flat,4,14,1,106.9,160350000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,,,37.565555555555555,55.74444444444445,
2511,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/306942234/,Москва,sale,flat,4,14,1,106.9,160350000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,,,37.565555555555555,55.743611111111115,
2512,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/306942234/,Москва,sale,flat,4,14,1,106.9,160350000.0,Хамовники,переулок 1-й Тружеников,16,Киевская,Brodsky,,,37.565555555555555,55.74472222222222,
2513,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/288041113/,Москва,sale,flat,3,6,1,18.0,4650000.0,Чертаново Северное,Варшавское шоссе,125С1,Южная,,55.6283243,37.6207537,37.60888888888889,55.6225,0.9895079109090659
2514,ID 112811551,unknown,https://www.cian.ru/sale/flat/307581702/,Москва,sale,flat,1,17,1,14.5,4850000.0,Братеево, Борисовские Пруды,14К3,Борисово,,55.63413104999999,37.74519119459062,37.743611111111115,55.63333333333333,0.13338428413767234
2515,Денис Каргин,realtor,https://www.cian.ru/sale/flat/302251814/,Москва,sale,flat,6,6,1,20.6,5349999.0,Восточное Измайлово,Первомайская ,126,Первомайская,,,,37.799166666666665,55.79472222222222,
2516,Ордер,real_estate_agent,https://www.cian.ru/sale/flat/280751407/,Москва,sale,flat,4,7,1,33.56,5600000.0,, Луговая,,Рассказовка,Эдельвейс,,,37.335277777777776,55.634166666666665,
